3747,Nikita Thompson,ezk6,57.233.110.0
3748,John Roth,u6le,3.12.52.28
3749,Gary Durr,h9nm,33.173.141.204
3750,Arlen Grossmann,7wdt,4.248.64.102
3751,Elizabeth Hanks,76ds,235.170.74.202
3752,Marguerite Nagy,2i4g,51.217.141.202
3753,Lynn Dale,c6qq,118.37.95.161
3754,Mary Godsey,fw4p,62.126.111.234
3755,Justin Moyer,221e,121.84.137.123
3756,Patsy Eberly,o5lw,104.15.184.174
3757,Dorothy Lang,asfu,166.168.96.237
3758,Carmella Scott,fuvv,169.27.225.85
3759,Christopher Gilchrist,oabu,212.4.157.169
3760,David Bailey,s29p,183.67.12.61
3761,Emmy Lowe,7v2u,53.93.187.249
3762,Victoria Sanchez,zu29,37.23.63.141
3763,Curtis Sayers,jrgc,252.133.217.5
3764,Richard Estabrook,8vuv,62.5.67.219
3765,Helen Brown,0ats,118.153.206.242
3766,Tiffany Barlow,9b25,220.246.171.77
3767,Alicia Gilderman,wbz9,190.179.71.107
3768,George Yono,xb0y,152.18.148.104
3769,Alfred Bohannon,sz7e,124.24.212.76
3770,Ethel Emery,pp9r,226.78.173.183
3771,Lillie Valle,vct3,206.110.158.124
3772,Jose Cowman,r708,215.27.141.21
3773,Caleb Matthews,24lp,111.137.157.227
3774,Phyllis Webster,gwk8,81.82.221.110
3775,Joann Trotter,zyzx,203.194.80.26
3776,Raymond Collins,lsca,219.213.82.76
3777,Rolando Gordon,f93t,130.247.14.99
3778,Sharon Doemelt,m7jx,57.48.219.140
3779,Humberto Aguilar,dkaf,160.28.59.45
3780,Tyrell Spicer,ia8x,171.174.10.47
3781,Barry Brown,dhsn,143.29.224.123
3782,Jennifer Liscomb,i15u,174.45.225.39
3783,Timothy Wilbur,f04r,234.73.218.134
3784,Michael Sanders,c1qi,178.68.232.168
3785,Gerald Bollman,97h4,166.29.70.99
3786,Ted Wallace,1e4f,137.138.160.10
3787,Helen Mattione,spib,219.154.116.181
3788,Anne Hughes,wldt,244.253.128.91
3789,Ambrose Petersen,wqso,29.66.93.111
3790,Kelsie Vanvleck,u3q5,16.17.208.72
3791,Jose House,pr1y,223.89.205.125
3792,Gerald Barnes,eypb,101.165.42.132
3793,Helen Salinas,gge8,136.122.78.226
3794,Debra Sawyer,af8m,145.234.117.90
3795,Dario Hernandez,suex,41.221.235.71
3796,Aletha Baker,yzyy,164.69.87.3
3797,Andrea Longoria,3vgr,116.160.54.108
3798,James Valentine,y97s,75.95.226.79
3799,Aida Gibbs,cqr5,179.234.215.212
3800,Larry Duffey,kphj,22.98.234.205
3801,Timothy Bailey,5fgr,146.20.225.255
3802,Laura Hesse,nmso,124.114.114.43
3803,Jeffrey Martel,taxk,150.132.195.163
3804,Connie Hawks,ca5i,44.81.222.15
3805,Paulette Nelson,ic63,170.17.190.32
3806,Erich Theroux,wzxl,125.24.229.14
3807,Zenaida Irving,a41m,138.223.154.12
3808,Frank Lewis,s5bx,219.231.102.5
3809,Ernie Brown,vk5q,126.56.112.15
3810,Chris Davis,fsmp,39.28.116.8
3811,David Shaw,znmj,22.185.34.73
3812,Teresa Hernandez,6dum,172.78.68.236
3813,Amanda Towns,ihg4,33.205.0.137
3814,Agnes Clarkson,15i6,191.112.27.38
3815,Mary Clark,lnpb,78.198.236.205
3816,Elizabeth Avis,yu1b,154.40.182.141
3817,David Irwin,1l66,239.114.148.158
3818,Chad Tritt,yu6i,156.169.180.171
3819,Jean Hogue,cw2a,2.64.182.46
3820,Theresa Nolan,rdas,228.80.236.47
3821,Glen Clay,r60u,188.216.228.230
3822,Mark Morsbach,vpn9,225.57.123.37
3823,Dominga Tilton,vbew,80.31.187.16
3824,Barbara Sawyer,s83x,76.17.23.139
3825,Nichole Avalos,5kez,159.139.255.102
3826,Jillian Edwards,y9ju,70.227.98.155
3827,Lillian Smith,uu0h,174.95.32.133
3828,Odell Cottingham,k22v,41.157.186.185
3829,Luther Herrington,ai8q,217.229.142.132
3830,Rose Litzenberger,06k8,189.104.212.197
3831,Patricia Haynes,gaa8,68.170.46.2
3832,Kyle Wagoner,1niy,38.48.123.191
3833,Megan Zabala,9z6p,80.212.155.136
3834,Christopher Whitworth,75hn,28.92.224.30
3835,Larry Chevere,4lic,121.180.233.24
3836,Norman Martinez,57wd,218.21.78.163
3837,Barbara Metoyer,zlcf,255.154.187.66
3838,Joseph Templeton,kzid,213.179.179.34
3839,Anthony Cochran,3dlb,240.49.140.137
3840,Bette French,5c7k,89.37.184.233
3841,Ida Toyoshima,yx2k,53.132.8.46
3842,Tara Kallenberg,qvir,207.24.157.182
3843,Kimberly Wesley,siq5,248.37.84.79
3844,Chad Gonzalez,snnj,210.82.108.34
3845,Sean Mcfarland,aol5,206.39.57.114
3846,Christine Frase,xzmm,9.8.231.41
3847,Tammy Carmona,euis,160.134.87.23
3848,Everette Cowan,qzp4,63.3.241.142
3849,Ruby Olesky,q4x7,122.215.7.155
3850,Lamar Maffit,rtxa,114.20.37.8
3851,Paul Robuck,624l,107.254.130.230
3852,Xochitl Hunt,i1ai,87.21.186.216
3853,Johnny Molina,cwiz,198.224.111.165
3854,Carrie Wason,ajev,97.209.83.4
3855,Clarence Worker,ibt0,172.192.145.155
3856,Joseph Helton,czsg,114.194.14.13
3857,Crystal Plummer,i1cy,158.176.157.219
3858,Gregory Laderman,g6pr,210.208.167.118
3859,Jodi Turner,uwvp,229.137.29.1
3860,Roberto Brown,p8bc,39.254.43.224
3861,Robert Huitt,ud9t,105.76.0.89
3862,Tim Louis,eajo,49.250.2.229
3863,Virginia Bosworth,df1a,166.191.155.181
3864,Morris Evans,79i7,50.211.92.48
3865,Larry Alfred,6ger,89.25.66.58
3866,John Williams,ciu6,132.80.101.106
3867,Tamara Henry,zjqm,253.213.185.169
3868,Mary Jones,hppr,48.206.215.140
3869,Opal Karns,dfwk,7.179.133.60
3870,Walter Breazeale,n188,16.168.162.232
3871,Sherri Helder,o90t,190.234.5.18
3872,Lakeshia Gomez,5pwd,77.233.153.153
3873,Priscilla Robles,ri5z,189.0.249.109
3874,Anna Prendergast,o0gm,219.29.171.74
3875,Jessica Veshedsky,uxem,225.101.131.208
3876,Joshua Castillo,wqr8,188.175.111.26
3877,Shelby Jordan,4mqx,231.36.34.218
3878,Joseph Ormsby,7g35,124.117.109.229
3879,Mary Keller,zlu7,193.122.72.77
3880,Christina Escobar,fndg,179.79.133.71
3881,Kathleen Vest,gh54,29.18.55.73
3882,John Hauer,eek9,126.47.99.203
3883,Alberta Steger,ojn1,178.107.126.206
3884,Jeanne Link,eiw2,242.144.249.173
3885,Gloria Cichowski,6993,95.91.214.74
3886,Maria Burke,lmw9,187.163.50.182
3887,Bonnie Cann,ni0g,103.97.7.141
3888,Kathleen Mikelson,6sb2,232.5.88.40
3889,Diana Limerick,s7w4,127.104.14.220
3890,Curtis Davis,iedi,54.52.231.162
3891,George Gargano,7u5d,60.13.7.200
3892,Joseph Hamer,olq8,33.141.118.255
3893,Steve Bennerson,7ffn,131.124.148.102
3894,Jose Head,rasa,253.204.203.173
3895,Billy Mcneill,h362,26.145.134.110
3896,Carlos Dewitt,fjvl,56.233.237.1
3897,Wendy George,bqns,71.230.193.8
3898,Brenda Pagan,y7pd,222.12.187.186
3899,Craig Schatzman,nk66,97.0.182.34
3900,Richard Tucker,0541,69.144.29.195
3901,Patricia Mcdade,6kv7,21.214.105.250
3902,Renita Herrera,ynb7,213.153.253.15
3903,Nicholas Long,4s6n,100.251.104.101
3904,Micah Knight,lpsf,232.49.231.1
3905,Alfred Reul,41se,21.102.246.60
3906,Freddie Wesley,pfj9,211.34.75.154
3907,Hiram Dotson,ug79,95.133.113.24
3908,Edith Williams,f07b,208.36.185.157
3909,Benjamin Coleman,uu67,65.220.115.191
3910,Daniel Bryant,u04n,84.250.160.226
3911,Armando Began,0rs3,252.23.214.107
3912,Cheryl Bowler,gici,123.25.165.102
3913,Elaine Myers,7ggl,92.68.133.113
3914,Lavonne Laurence,5lyr,86.95.195.225
3915,Deborah Walker,6hsq,207.200.83.9
3916,Francis Romero,96a9,202.161.90.81
3917,Alan Rodenberg,lt9b,200.137.189.220
3918,Catherine Dicks,g17q,167.205.44.151
3919,Betty Chapell,vrhx,166.74.34.48
3920,Lori Kidd,8dhx,175.132.227.208
3921,Sonia Wagner,romc,248.138.183.139
3922,Estelle Deleon,prev,246.39.212.180
3923,Anna Mimms,dg99,254.77.143.63
3924,Mary Coburn,eq4t,113.152.103.94
3925,George Lynn,t88r,100.94.222.236
3926,Ciara Gurney,eyty,143.87.93.182
3927,Sheila Plank,u5ig,44.85.122.229
3928,Elijah Rogers,9dhy,194.114.10.106
3929,Ralph Crouch,y6ku,8.255.85.137
3930,Jennifer Sorkin,htfa,31.73.195.1
3931,Jamie Smith,du5c,169.137.226.109
3932,Shaun Henderson,xfu1,66.12.128.117
3933,Luz Herbst,2urp,122.2.243.201
3934,Rebecca Martin,na1o,2.93.247.51
3935,Robert Riddick,h9u3,137.83.11.87
3936,Walter Valdez,266m,71.130.238.190
3937,Alberta Moroni,uah3,25.79.2.229
3938,Denise Miller,swn0,186.107.228.95
3939,Sylvia Delucia,2hw8,245.47.37.73
3940,Judith Tsuda,rt2o,200.5.158.154
3941,Maxine Rodriguez,sru9,11.183.28.204
3942,Fernando Gonzalez,lfqr,183.174.164.114
3943,Morgan Merk,76qx,163.85.66.32
3944,Elliott Wilkins,bupb,196.77.202.226
3945,Shirley Just,bqfi,104.74.11.28
3946,Larry Mitchell,mkmu,94.106.244.97
3947,Ronald Santiago,z9i9,139.250.58.248
3948,Betty Monger,090m,200.56.51.238
3949,Pauline Haight,ikwq,217.180.143.46
3950,Walter Lester,ora5,37.241.240.115
3951,Jean Minjares,iw43,62.123.209.255
3952,Ezekiel Richardson,6ibj,195.197.62.233
3953,Mona Pemberton,tj85,59.129.196.230
3954,James Boyce,pbbb,8.236.57.51
3955,Randy Walton,ieab,52.124.32.147
3956,Phillip Brooks,za5f,162.241.19.91
3957,Jacquelyn Allen,1vm5,26.223.21.101
3958,Alfred Fernandez,55y6,71.16.111.13
3959,Norman Fuller,zol5,80.73.9.13
3960,Betty Gutierrez,qy8y,121.27.156.227
3961,Lourdes Bailey,xyyh,42.143.119.111
3962,Mary Johnson,uc16,167.195.36.113
3963,Brian Rodriguez,td5h,40.61.97.250
3964,Theresa Tyndall,zeqg,127.248.110.97
3965,Gregory Key,awl8,207.161.194.205
3966,William Moore,nji2,57.160.198.142
3967,Manuel Croft,ftvp,243.86.161.147
3968,Frank Cunningham,ko2n,72.34.69.111
3969,Willie Morton,wxfk,134.77.97.234
3970,Louis Sullivan,94wq,134.192.11.238
3971,Larry Wright,ec2b,175.47.151.154
3972,Ella Smith,2ni1,77.199.230.98
3973,Walter Wake,d68c,202.85.196.165
3974,Robin Moore,obzk,85.170.126.184
3975,Eva Swan,s61x,120.175.135.107
3976,Barbara Barretta,uz7h,239.133.141.197
3977,Richard Wilkinson,9j04,80.162.123.192
3978,Melissa Uecker,w3hu,7.83.85.229
3979,Annie Pruitt,l681,103.191.46.90
3980,Brian Matos,dcjx,29.50.13.168
3981,Dorothy Castillo,7kgg,120.216.107.133
3982,George Carlos,v584,236.209.229.110
3983,Robert Murray,j0fs,100.255.73.145
3984,Mary Lyons,2h47,83.246.119.61
3985,Guy Roberson,g1q3,101.244.250.217
3986,Brandon Dyce,m8ih,47.201.108.0
3987,Margaret Brooks,h5ub,108.162.156.247
3988,Sarah Ivancic,jps2,71.41.125.251
3989,Grady Becker,mtkk,190.192.103.99
3990,Virginia Hayes,wcoj,228.199.200.83
3991,Roger Bicknese,9vqk,125.161.33.90
3992,Steve Chien,u53o,14.119.43.208
3993,Doreen Robinson,clsn,20.225.16.31
3994,Lori Lavin,ljpp,212.7.248.20
3995,John Thomas,zue0,80.199.243.211
3996,Catherine Nelson,n5ou,104.131.95.123
3997,Joann Allen,yy3e,146.146.245.213
3998,Laura Glaude,lesy,97.230.179.186
3999,James Burt,k6vm,10.248.207.62
4000,Marie Salinas,u5pk,223.163.5.111
4001,Yvonne Tennyson,kuu6,58.217.74.102
4002,Susan Gramby,iuxm,177.209.56.152
4003,Sharon Rutherford,gwo8,194.113.208.139
4004,Janina Mcafee,thlw,144.157.186.37
4005,Michael Murphy,0vw0,146.159.141.67
4006,Gabriel Lute,g1bn,164.118.215.13
4007,Demarcus Johnson,wqfh,173.157.217.252
4008,Gary Zerhusen,ff59,48.15.181.189
4009,Brenda Stanton,is9u,232.251.132.55
4010,Michael Betts,32yq,151.15.40.0
4011,Mary Rodriquez,0795,43.48.4.7
4012,Michael Barrow,xg4q,161.53.124.122
4013,Ricardo Fairbanks,9ir4,123.76.232.23
4014,Harold Corbett,fb1f,83.235.138.70
4015,Mary Willette,l7iy,242.234.235.242
4016,Arline Henry,gipt,17.246.179.87
4017,Cedric Wilburn,pv7b,131.192.77.22
4018,Frederick Cradduck,ao4k,78.130.141.44
4019,Nicole Fischer,f7up,34.187.80.127
4020,Rudy Smith,dfsl,216.136.106.42
4021,Delora Carter,af6t,4.199.224.123
4022,Dennis Hernandez,nnux,36.158.170.77
4023,Connie Hill,8tci,11.227.2.170
4024,Eddie Beery,guy6,142.3.65.244
4025,Raymond Fashaw,tt58,92.182.115.208
4026,Simon Cannaday,wbz0,69.83.252.8
4027,Lucia Farnum,9l9e,47.155.66.238
4028,Antoine Fetzer,z6xx,29.191.167.134
4029,Howard Roberts,5xo2,76.242.84.58
4030,Melanie Theroux,cllx,137.180.241.19
4031,John Cole,uqdk,22.2.13.215
4032,Roxanna Burkett,gdrh,72.19.48.172
4033,Nathaniel Ruzich,jrif,86.204.81.126
4034,Jose Johnson,ja4c,93.76.215.198
4035,Donnie Martin,b91r,125.86.9.22
4036,Christine Tables,xr20,163.128.111.236
4037,Danielle Knight,rbc0,62.77.233.51
4038,Gerald Wilson,qj8b,153.219.144.41
4039,Kelly Vegter,tlwp,137.85.125.203
4040,Jennifer Welch,jagv,49.12.187.62
4041,Donald Allison,bpfw,68.246.185.40
4042,Ronda Hicks,qis4,158.173.12.19
4043,Teresa Perez,w6zu,144.15.246.219
4044,Sharon Lawson,0adl,33.5.154.47
4045,Juanita Holloway,sa9x,63.136.127.52
4046,Anna Garica,e0pn,51.139.14.212
4047,Georgine Kirk,4o3p,74.183.156.156
4048,Louis Lewis,ivyk,6.132.224.1
4049,Geraldine Malpass,n0qu,224.166.16.79
4050,Ana Kimura,c80q,103.94.235.89
4051,Kimberly Avalos,i0up,222.238.12.80
4052,Anna Lederer,07i2,206.208.212.45
4053,Paul Webster,5owz,14.230.92.138
4054,Andrea Mercer,nhzo,174.174.242.111
4055,Travis Newton,89tu,97.231.212.128
4056,Jeanette Griffen,r2v2,84.121.76.77
4057,Walter Mcswain,to54,78.229.88.80
4058,Beverly Adkinson,lsew,123.115.135.121
4059,Carol Stoppkotte,sc60,190.86.106.125
4060,Sheila Corriveau,yfwj,162.240.204.40
4061,Lynn Lee,rvsx,53.95.63.30
4062,Samuel Thompson,fzel,214.9.108.87
4063,Jeffery Ryan,tact,225.210.120.54
4064,Brian Potts,hjsg,99.61.86.182
4065,Linda Melton,mx4s,217.187.241.35
4066,Taylor Phillips,3yoe,19.115.202.112
4067,Edward Davis,342y,80.33.177.72
4068,Berry Brown,cxpc,190.199.7.85
4069,Eric Davenport,8y6k,189.39.129.153
4070,Jimmy Laskoski,him7,234.97.14.217
4071,Eugene Tademy,sqds,139.35.246.148
4072,Sarah Sykes,zs6q,177.22.120.29
4073,Marshall Nelson,4av9,25.172.181.67
4074,Charity Thomas,m1vw,213.100.222.179
4075,Dottie Ross,jqrx,11.42.154.14
4076,William Murphy,0b8t,226.103.63.209
4077,Cary Bhatia,2tfe,208.109.207.78
4078,Gary Alli,f258,177.15.254.104
4079,Susan Schulz,jbqh,177.255.242.171
4080,Brett Wease,rs8n,45.224.54.184
4081,Dorothea Bryer,uy05,26.104.182.12
4082,Karen List,4zuc,106.142.43.62
4083,Eugene Kusel,kz4n,87.93.167.186
4084,James Potter,yu78,145.222.56.117
4085,Katy Porter,en81,131.244.14.199
4086,Brian Murat,yxpt,102.19.51.183
4087,Hugo Berry,pkr6,166.162.48.232
4088,Joe Pulsifer,m5is,237.115.84.132
4089,Michael Keomuangtai,be50,60.253.34.254
4090,Monica Black,3ni3,122.67.9.0
4091,Carol James,ssot,97.218.116.96
4092,Royce Palafox,fz8z,68.45.219.42
4093,Ana Helms,vf2o,6.77.148.57
4094,Jean Mackey,x1fy,147.4.105.224
4095,Cristina Pua,vhnl,207.23.92.15
4096,Jerri Dingess,tzfo,134.12.3.26
4097,Margaret Vinyard,83ic,30.197.16.163
4098,Dana Mccraken,45qd,42.192.230.20
4099,Luis Coughlin,whmo,241.194.187.19
4100,Alanna Fisher,h2ce,140.130.157.136
4101,Russell Kratochvil,cf3d,240.147.194.25
4102,Ernest Bertram,53bu,199.252.97.204
4103,Emily Cantwell,rbi2,229.13.149.161
4104,Anita Tucker,zty2,144.196.161.51
4105,Mary Favors,p4yr,114.134.112.24
4106,William Gilbar,mrhd,223.251.57.107
4107,Dinah Owens,xd5c,116.154.255.251
4108,Betty Scott,wijq,6.252.8.218
4109,Colette Lancaster,ek4q,53.34.193.71
4110,Margaret Carter,3ks3,135.207.31.198
4111,Debbie Wetzel,w6rc,121.165.251.202
4112,Kevin Rhoads,2gtt,250.63.126.64
4113,Ryan Booker,r0gb,201.97.74.8
4114,Pierre Escobar,sej4,161.19.21.12
4115,Amy Shalash,jnh8,48.125.240.175
4116,Jose Myers,ooxv,48.233.57.220
4117,John Dudley,vtnb,227.203.43.103
4118,John Hobbs,r135,224.155.3.203
4119,Zenobia Thomas,4n19,244.230.171.166
4120,Nina Williams,inz0,91.148.26.78
4121,Michael Jobson,v0hm,90.189.217.41
4122,Jesus Brown,i0pg,145.170.182.48
4123,Lori Lopez,mnmm,31.24.213.253
4124,Robert Clary,hnqc,198.141.122.18
4125,Emma Patterson,90yg,141.130.149.153
4126,Flora Abrahams,xwd2,57.82.221.42
4127,Tina Bickham,rmu1,83.230.172.222
4128,Donna Flores,rx9a,138.246.207.122
4129,Sean Germany,hbsk,156.79.127.71
4130,Cesar Downes,f4ul,110.8.223.37
4131,Susan Hoye,vubt,18.22.95.95
4132,Alphonse Oconnor,7ktw,200.101.245.166
4133,Nestor Stewart,cipn,146.195.123.46
4134,Jo Kirschenbaum,wq2u,3.138.106.183
4135,James Stephens,gyog,213.72.180.114
4136,David Gordon,pe5l,167.218.0.71
4137,Simon Harrison,h5qv,5.70.34.234
4138,Carl Milosevic,j5kw,171.16.71.77
4139,Barbara Diaz,ahg3,18.22.213.128
4140,Donna Riley,n7nt,21.50.214.14
4141,Dawn Martin,3usf,114.72.190.88
4142,Ruth Steele,s06p,158.32.157.57
4143,Jessica Maynard,h353,53.117.241.250
4144,Robert Hall,7nun,203.118.117.139
4145,Madeline Griffith,8dyy,78.203.255.37
4146,Thanh Mackenzie,ldqo,77.109.27.95
4147,Scott Rice,6q0i,228.131.218.113
4148,Linda Noland,h7iw,128.181.18.208
4149,David Reed,9m49,187.141.26.203
4150,Brent White,5kv2,202.26.165.61
4151,George Williams,jizb,61.1.14.107
4152,Shaun Kuehnle,3ebj,125.80.237.152
4153,Barbara Nelson,4ag8,19.205.246.84
4154,Hazel Dirks,88ih,37.84.44.92
4155,Joan Whitting,46zv,0.0.172.85
4156,Lorraine Shultz,m17m,235.218.192.176
4157,Danna Maldonado,9qas,77.248.237.19
4158,Paul Kaplan,9g4p,161.119.220.35
4159,Carrie Mccoy,4gx3,227.67.120.139
4160,Yvette Wilson,2dpi,199.199.240.40
4161,Margaret Davilla,lgrz,145.112.120.132
4162,Wilma Blue,px17,20.49.108.186
4163,Troy Reardon,hp02,135.78.228.108
4164,Edna Sur,l82d,136.192.69.87
4165,Lavonne Nitkowski,4nr8,194.116.55.254
4166,Leslie Cozart,u72i,200.63.25.129
4167,Clifford Sullivan,scn1,121.136.42.61
4168,Eileen Rahe,o1k8,167.87.247.212
4169,Cecelia Cronin,kbvp,1.212.183.41
4170,Andrew Duby,pejs,249.71.81.68
4171,Thomas Speed,jxf0,71.108.82.63
4172,Patrick Bucio,14bm,37.255.42.169
4173,Joanne Thorton,g0ou,155.57.206.213
4174,Steve Sheffield,4tgm,9.101.75.18
4175,Dorothy Mock,i0g1,12.29.100.82
4176,Irene Schoenberger,ogzb,217.74.225.163
4177,Florence Sowell,kiah,121.234.233.60
4178,Glenn Watkins,n91n,218.15.92.5
4179,Brenda Owens,nz3e,224.88.154.89
4180,Jane Clifford,fvi8,146.47.171.204
4181,David Forcello,fnce,232.38.42.115
4182,Brian Lodge,kwuu,47.188.217.137
4183,Milton Torrez,6g6b,6.127.94.233
4184,Tammy Odegard,8k64,246.139.98.198
4185,Glenda Powell,7nlc,251.94.55.186
4186,Julian Keith,5ntj,77.13.37.82
4187,Dolores Mitchell,1m40,184.172.31.164
4188,Nichole Hema,wt86,245.111.102.219
4189,Dalia Hickman,smy6,14.95.16.222
4190,Albert Boyd,eutk,137.49.53.13
4191,Richard Roberts,g046,184.210.105.185
4192,Lawrence Edwards,r8jh,22.160.219.119
4193,Daniel Staples,apxt,247.161.218.186
4194,John Brock,9fe9,85.69.5.48
4195,David Houseal,yu51,5.211.142.157
4196,Agnes Bishop,6v8g,14.208.98.80
4197,Robert Symons,r1tp,24.19.164.112
4198,Kari Hunt,8522,6.44.42.62
4199,William Santos,uel3,32.145.46.13
4200,Brenda Quach,pfd3,89.205.68.126
4201,Christopher Aleman,q4ru,32.67.137.85
4202,Tiffiny Rutherford,155g,197.118.154.141
4203,Tracy Austin,i98r,240.169.124.147
4204,Rebecca Honn,pq5j,228.44.136.209
4205,John Turner,8b56,95.232.74.116
4206,Kathryn Coleman,y42g,37.161.99.188
4207,John Forester,iylx,227.72.225.74
4208,Dale Gillan,w4hg,121.164.75.208
4209,Albert Bell,py6l,233.191.143.117
4210,Anita Monroe,kznl,171.115.55.120
4211,Nina Hector,rtog,78.90.8.115
4212,Antonio Jones,oor3,153.240.120.184
4213,Alexander Gilbert,b92s,233.118.58.213
4214,Bryce Belcher,9opf,116.126.201.53
4215,Willis Aguero,t948,186.47.88.110
4216,Mildred Desimone,ptyb,48.4.80.51
4217,Susan Jones,2zn5,178.185.63.241
4218,Shannon Vega,98gg,44.166.178.96
4219,Claris Maffit,qpgf,97.30.119.28
4220,Rachel York,cx3u,63.36.174.20
4221,Richard Hufton,5ban,165.20.133.223
4222,Jason Grimes,985d,150.31.125.130
4223,Robena Holliday,rlt0,190.75.5.44
4224,Ray Slaughenhoupt,ef5t,93.156.187.240
4225,Ruth Plaza,6rmp,122.35.130.195
4226,Vicki Lamar,r59f,11.19.125.107
4227,Mark Machin,tdh8,185.180.51.204
4228,James Smelcer,kv73,232.125.106.141
4229,Tammy Moody,fp3n,57.123.193.90
4230,Bradley Russell,so2y,78.159.97.83
4231,Steven Bonavia,f3tt,80.21.154.38
4232,Gerald Wood,mbna,34.82.254.204
4233,Wendy Wiese,y4y2,95.83.222.152
4234,Jeff Ott,7db2,243.46.45.62
4235,Louis Combs,qv59,118.126.232.25
4236,Ruth Johnston,ue28,33.228.17.12
4237,Patricia Dicarlo,uw02,96.26.9.117
4238,Antonina Griffen,ii1b,150.16.99.166
4239,Brett Williams,yr0v,36.21.102.214
4240,Jennifer Swinehart,1osu,227.33.37.24
4241,Mary Eudy,ncfk,47.250.92.250
4242,Susan Markell,5jb1,244.40.212.146
4243,Callie Guajardo,i8qa,214.188.230.130
4244,Brigette Hannaford,yjd8,187.78.101.7
4245,Annette Martinez,sfnc,213.247.48.63
4246,Sherry Jones,4w7f,49.97.30.151
4247,Arlene Haines,te7p,185.221.81.121
4248,William Walker,9au5,118.61.15.4
4249,Kimberly Fabrizio,wbds,161.237.117.178
4250,Karen Dutcher,k3z5,253.151.105.81
4251,Sharon Clark,f7rb,34.14.61.221
4252,Ramonita Ellington,c146,148.222.120.251
4253,Denise Collins,u3xf,244.139.29.136
4254,Johnny White,y7q4,46.153.177.60
4255,Patrica Jones,e4d4,198.11.62.138
4256,Tim Myrick,r80w,63.144.93.71
4257,Robert Rogers,iylq,197.141.232.16
4258,William Neyhart,ou3s,42.117.14.94
4259,Jorge Schamber,24l2,175.144.168.224
4260,Harry Watts,onwn,197.107.88.197
4261,Bettina Key,v812,235.162.40.210
4262,Karen Mull,g0oa,27.98.124.189
4263,Karen Zimmer,cmwi,205.19.234.186
4264,Elaine Torbus,j2bl,98.189.107.140
4265,Deborah Peck,j72d,97.28.226.155
4266,Alma Williams,5f0t,254.180.207.136
4267,Lillian Ransdell,eo3h,50.241.67.219
4268,Mary Pough,qtqg,216.42.113.253
4269,Tommie Ross,0aa3,143.252.60.14
4270,William Nieto,rhs5,116.73.106.205
4271,Carman Heasley,amm5,91.195.157.226
4272,Thomas Jewell,wrz9,64.151.197.255
4273,Esther Olsen,1s0o,242.96.253.79
4274,Julie Ramos,8n16,47.70.159.104
4275,Wade Leverenz,q5z3,174.109.172.248
4276,Robert Mckenzie,mrab,216.199.220.25
4277,Ralph Bogacz,uejr,248.125.230.138
4278,George Rainey,xwyh,102.17.217.239
4279,Sharon Dirden,5b0g,134.8.202.129
4280,Tommy Scheumann,hejc,132.91.113.124
4281,Heather Mangan,pdho,2.61.181.76
4282,Albert Holland,fhwd,34.190.210.211
4283,Craig Philbrick,7drf,216.250.248.199
4284,John Merritt,uls9,176.100.151.126
4285,Carolyn Ford,9ycm,87.79.166.145
4286,Christopher Coleman,5jho,1.163.226.118
4287,Jason Johnson,n4vv,14.33.156.19
4288,Jill Bright,bhtu,226.77.245.202
4289,Pam Handy,uy2g,6.224.200.215
4290,Ronald Papenfuss,zmgy,241.5.220.8
4291,David Farrow,06ek,89.44.105.82
4292,James Meadows,3lv4,242.147.183.14
4293,Bobby Gorman,cdl7,95.123.185.193
4294,Jason Krag,4qqm,212.243.246.14
4295,Spencer Hill,yvk4,98.88.101.160
4296,Karen Allen,r55w,194.210.170.125
4297,Suzanne Tripp,00yi,22.47.184.60
4298,Tommy Gobert,pkxv,209.124.143.105
4299,Stephen Latham,j6qr,171.218.226.168
4300,Robert Mullen,2vn4,213.65.230.176
4301,Brenda Duncan,jgnd,245.115.98.165
4302,Bethany Mathis,aron,136.16.209.237
4303,Stephen Parker,kqxq,229.27.122.172
4304,John Price,fhue,241.49.224.41
4305,James Okajima,mzbz,201.62.148.130
4306,Kathy Cartwright,a9kn,205.25.12.97
4307,Jo Brown,oecv,247.219.208.9
4308,Elisabeth Gilbert,tlrh,204.117.45.7
4309,Nancy Beck,7m44,96.45.108.53
4310,Renee Santiago,mch0,189.243.137.0
4311,Robert Taliaferro,dg3l,77.210.131.116
4312,Peggy Epperson,jqu2,30.109.58.225
4313,Edward Kurtz,a5er,21.22.134.181
4314,Jean Lake,82rs,237.240.138.167
4315,James Nunes,18zo,80.96.170.202
4316,Irene Maurer,9bvx,214.115.239.19
4317,Regina Hughley,2u83,192.219.104.232
4318,Catalina Lopez,gv74,62.112.105.163
4319,Paul Driscoll,406f,153.82.72.213
4320,Janice Mcdonald,5o60,191.7.219.247
4321,James Sherwood,xb37,238.192.253.74
4322,Michael Anderson,boco,144.174.254.115
4323,Jeannette Whittaker,wosl,100.168.230.183
4324,Megan Stangl,ixml,218.230.184.241
4325,Sandra Ritchie,nkp5,125.180.4.177
4326,Thomas Britt,1raf,80.135.196.112
4327,Jesus Nichols,sh35,218.15.101.3
4328,Raymond Stockton,n5op,245.0.3.20
4329,Isabel Johnson,v5hh,137.159.216.82
4330,Christie Shute,516b,252.58.133.251
4331,Anthony Smith,0vqm,53.177.71.142
4332,Marcelino Yang,zd67,253.98.45.13
